acct	sched_cd	Div_ord	Type_Interest	Interest_Percent
2078607	E	238402	ROYALTY	0.003893
2078608	E	238402	ROYALTY	0.002336
2078609	E	238402	ROYALTY	0.002336
2078610	E	238402	ROYALTY	0.001958
2078611	E	238402	ROYALTY	0.001958
2078612	E	238402	ROYALTY	0.001958
2078613	E	238402	ROYALTY	0.023356
2078614	E	238402	ROYALTY	0.000175
2078615	E	238402	ROYALTY	0.001940
2078616	E	238402	ROYALTY	0.001958
2078617	E	238402	ROYALTY	0.003811
2078618	E	238402	ROYALTY	0.002336
2078619	E	238402	ROYALTY	0.000821
2078620	E	238402	ROYALTY	0.001958
2078621	E	238402	ROYALTY	0.046628
2078622	E	238402	ROYALTY	0.003893
2078623	E	238402	ROYALTY	0.003811
2078624	E	238402	ROYALTY	0.003811
2078625	E	238402	ROYALTY	0.000821
2078627	E	238402	ROYALTY	0.035171
2078628	E	238402	ROYALTY	0.035171
2078629	E	238402	ROYALTY	0.000779
2078630	E	238402	ROYALTY	0.000779
2078631	E	238402	ROYALTY	0.000779
2078632	E	238402	ROYALTY	0.002336
2078633	E	238402	ROYALTY	0.005508
2078634	E	238402	ROYALTY	0.000357
2078637	E	238402	ROYALTY	0.000375
2078638	E	238402	ROYALTY	0.000357
2078639	E	238402	ROYALTY	0.003985
2078640	E	238402	ROYALTY	0.000357
2078641	E	238402	ROYALTY	0.000175
2078642	E	238402	ROYALTY	0.000175
2078643	E	238402	ROYALTY	0.000411
2078644	E	238402	ROYALTY	0.000274
2078645	E	238402	WORKING	0.743318
2078646	E	245828	ROYALTY	0.018588
2078647	E	245828	ROYALTY	0.001856
2078648	E	245828	ROYALTY	0.001164
2078649	E	245828	ROYALTY	0.001164
2078650	E	245828	ROYALTY	0.001164
2078651	E	245828	ROYALTY	0.001164
2078653	E	245828	ROYALTY	0.003802
2078654	E	245828	ROYALTY	0.002788
2078655	E	245828	ROYALTY	0.001097
2078656	E	245828	ROYALTY	0.006660
2078657	E	245828	ROYALTY	0.002710
2078658	E	245828	ROYALTY	0.001626
2078659	E	245828	ROYALTY	0.000540
2078660	E	245828	ROYALTY	0.002788
2078661	E	245828	ROYALTY	0.000257
2078662	E	245828	ROYALTY	0.000474
2078663	E	245828	ROYALTY	0.000592
2078664	E	245828	ROYALTY	0.000224
2078665	E	245828	ROYALTY	0.000540
2078666	E	245828	ROYALTY	0.000228
2078667	E	245828	ROYALTY	0.000225
2078668	E	245828	ROYALTY	0.000296
2078669	E	245828	ROYALTY	0.000629
2078671	E	245828	ROYALTY	0.000280
2078672	E	245828	ROYALTY	0.001856
2078673	E	245828	ROYALTY	0.000308
2078675	E	245828	WORKING	0.814264
2079655	E	008388	ROYALTY	0.001181
2080092	E	242710	OVERRIDE	0.008954
2080094	E	242710	OVERRIDE	0.018114
2080097	E	242710	OVERRIDE	0.006334
2080098	E	242710	OVERRIDE	0.008023
2080099	E	242710	OVERRIDE	0.005911
2080100	E	242710	OVERRIDE	0.022870
2080103	E	242710	OVERRIDE	0.001507
2080104	E	242710	OVERRIDE	0.001507
2080105	E	242710	OVERRIDE	0.001507
2080106	E	242710	OVERRIDE	0.003808
2080108	E	242710	OVERRIDE	0.005712
2080111	E	242710	ROYALTY	0.010364
2080114	E	242710	ROYALTY	0.008990
2080117	E	242710	ROYALTY	0.008990
2080118	E	242710	ROYALTY	0.013485
2080119	E	242710	ROYALTY	0.013485
2080120	E	242710	ROYALTY	0.020227
2080121	E	242710	ROYALTY	0.009694
2080122	E	242710	ROYALTY	0.009694
2080123	E	242710	ROYALTY	0.006742
2080124	E	242710	ROYALTY	0.006742
2080125	E	242710	ROYALTY	0.010364
2080126	E	242710	ROYALTY	0.020227
2080127	E	242710	ROYALTY	0.005123
2080128	E	242710	ROYALTY	0.001113
2080129	E	242710	ROYALTY	0.008990
2080527	E	001777	ROYALTY	0.000125
2080528	E	001777	ROYALTY	0.000125
2080529	E	001777	ROYALTY	0.000125
2080530	E	001777	ROYALTY	0.000125
2080531	E	004733	OVERRIDE	0.014778
2080532	E	004733	OVERRIDE	0.014778
2080533	E	004733	OVERRIDE	0.014777
2080550	E	013450	ROYALTY	0.003175
2080552	E	021318	ROYALTY	0.009120
2080554	E	024145	ROYALTY	0.002027
2080556	E	150776	ROYALTY	0.000479
2080557	E	152177	OVERRIDE	0.010118
2080560	E	171232	ROYALTY	0.000041
2080562	E	192683	OVERRIDE	0.002050
2080563	E	192683	ROYALTY	0.000297
2080567	E	234163	OVERRIDE	0.002050
2080568	E	234163	ROYALTY	0.000297
2080678	E	002408	OVERRIDE	0.012100
2080679	E	002408	OVERRIDE	0.011050
2080680	E	002408	OVERRIDE	0.008950
2080681	E	002408	OVERRIDE	0.008950
2080683	E	002408	OVERRIDE	0.008950
2081649	E	008382	ROYALTY	0.006944
2081650	E	008382	ROYALTY	0.006944
2081651	E	008382	ROYALTY	0.006944
2081652	E	024145	ROYALTY	0.001089
2081653	E	024145	ROYALTY	0.001088
2081654	E	024399	OVERRIDE	0.037000
2081655	E	024399	ROYALTY	0.010400
2081656	E	024399	ROYALTY	0.010400
2081658	E	063591	ROYALTY	0.001293
2081659	E	0063591	ROYALTY	0.001293
2081660	E	0063591	ROYALTY	0.001293
2081661	E	115366	WORKING	0.875000
2081664	E	141931	OVERRIDE	0.001816
2081666	E	141931	OVERRIDE	0.002578
2081667	E	141931	OVERRIDE	0.002578
2081668	E	141931	OVERRIDE	0.002578
2081680	E	153354	ROYALTY	0.005170
2081681	E	164521	OVERRIDE	0.007500
2081696	E	171232	OVERRIDE	0.012500
2081697	E	171232	OVERRIDE	0.000588
2081698	E	171232	ROYALTY	0.000104
2081699	E	171232	ROYALTY	0.001010
2081700	E	171232	ROYALTY	0.000031
2081701	E	171232	ROYALTY	0.000102
2081702	E	171232	ROYALTY	0.000349
2081703	E	171232	ROYALTY	0.000145
2081704	E	171232	ROYALTY	0.000373
2081705	E	171232	ROYALTY	0.000490
2081706	E	171232	ROYALTY	0.000035
2081708	E	171232	ROYALTY	0.000520
2081709	E	171232	ROYALTY	0.000265
2081710	E	171232	ROYALTY	0.000090
2081711	E	171232	ROYALTY	0.000090
2081712	E	171232	ROYALTY	0.000090
2081713	E	171232	ROYALTY	0.000090
2081714	E	171232	ROYALTY	0.000090
2081715	E	171232	ROYALTY	0.000090
2081716	E	171232	ROYALTY	0.000155
2081717	E	171232	ROYALTY	0.000090
2081718	E	171232	ROYALTY	0.000083
2081719	E	171232	ROYALTY	0.000031
2081720	E	171232	ROYALTY	0.000279
2081721	E	171232	ROYALTY	0.000048
2081722	E	171232	ROYALTY	0.000140
2081723	E	171232	ROYALTY	0.000058
2081724	E	171232	ROYALTY	0.000048
2081725	E	171232	ROYALTY	0.000058
2081726	E	171232	ROYALTY	0.000040
2081727	E	177910	OVERRIDE	0.011250
2081728	E	177910	OVERRIDE	0.000776
2081729	E	177910	OVERRIDE	0.000776
2081730	E	177910	ROYALTY	0.000122
2081731	E	177910	ROYALTY	0.000030
2081733	E	177910	ROYALTY	0.000277
2081734	E	177910	ROYALTY	0.000116
2081735	E	177910	ROYALTY	0.000289
2081736	E	177910	ROYALTY	0.000289
2081737	E	177910	ROYALTY	0.000060
2081738	E	177910	ROYALTY	0.000060
2081739	E	177910	ROYALTY	0.000060
2081740	E	177910	ROYALTY	0.000060
2081741	E	177910	ROYALTY	0.000036
2081742	E	177910	ROYALTY	0.000102
2081743	E	177910	ROYALTY	0.000289
2081744	E	177910	ROYALTY	0.000043
2081745	E	177910	ROYALTY	0.000179
2081746	E	177910	ROYALTY	0.000179
2081747	E	177910	ROYALTY	0.000179
2081748	E	177910	ROYALTY	0.000052
2081749	E	177910	ROYALTY	0.000913
2081750	E	177910	ROYALTY	0.003227
2081753	E	236971	OVERRIDE	0.001687
2081754	E	236971	OVERRIDE	0.015000
2081755	E	236971	OVERRIDE	0.005491
2081756	E	236971	ROYALTY	0.060338
2081757	E	236971	ROYALTY	0.045911
2081758	E	236971	ROYALTY	0.003728
2081759	E	236971	ROYALTY	0.003728
2081760	E	236971	ROYALTY	0.003728
2081761	E	236971	ROYALTY	0.005028
2081762	E	236971	ROYALTY	0.084775
2081763	E	236971	ROYALTY	0.005866
2081764	E	236971	ROYALTY	0.003832
2081765	E	236971	ROYALTY	0.002491
2081766	E	236971	ROYALTY	0.010083
2081767	E	236971	ROYALTY	0.003812
2081768	E	236971	ROYALTY	0.007460
2081769	E	250158	ROYALTY	0.136719
2081770	E	250158	ROYALTY	0.018242
2081771	E	250158	ROYALTY	0.002606
2081772	E	250158	ROYALTY	0.002606
2081773	E	250158	ROYALTY	0.002606
2081774	E	250158	ROYALTY	0.002606
2081775	E	250158	ROYALTY	0.002606
2081776	E	250158	ROYALTY	0.002606
2081780	E	250158	ROYALTY	0.010430
2081781	E	250158	ROYALTY	0.007812
2081782	E	250158	ROYALTY	0.001953
2081783	E	250158	ROYALTY	0.001953
2081784	E	250158	ROYALTY	0.001953
2081785	E	250158	ROYALTY	0.001953
2082247	E	226692	ROYALTY	0.003512
2082248	E	226692	ROYALTY	0.001756
2082249	E	226692	ROYALTY	0.001756
2082793	E	142319	OVERRIDE	0.006375
2082794	E	142319	ROYALTY	0.051782
2084221	E	111211	OVERRIDE	0.004750
2084224	E	111211	OVERRIDE	0.013728
2084228	E	125183	OVERRIDE	0.005000
2084239	E	125183	OVERRIDE	0.012000
2084272	E	125183	OVERRIDE	0.032500
2084273	E	125183	ROYALTY	0.015625
2084952	E	248052	WORKING	0.875000
2085070	E	248052	ROYALTY	0.003764
2085072	E	248052	ROYALTY	0.006726
2085073	E	248052	ROYALTY	0.000752
2085074	E	248052	ROYALTY	0.001317
2085080	E	248052	ROYALTY	0.005230
2085085	E	248052	ROYALTY	0.001317
2085090	E	248052	ROYALTY	0.001961
2085091	E	248052	ROYALTY	0.005884
2085092	E	248052	ROYALTY	0.000717
2085095	E	248052	ROYALTY	0.001882
2085096	E	248052	ROYALTY	0.005056
2085099	E	248052	ROYALTY	0.002179
2085102	E	248052	ROYALTY	0.002179
2085125	E	248052	ROYALTY	0.001434
2085134	E	248052	ROYALTY	0.003586
2085147	E	248052	ROYALTY	0.001246
2085226	E	248052	ROYALTY	0.001246
2085227	E	248052	ROYALTY	0.001246
2085229	E	248052	ROYALTY	0.001246
2085232	E	248052	ROYALTY	0.002179
2085233	E	248052	ROYALTY	0.000942
2085235	E	248052	ROYALTY	0.011994
2085237	E	248052	ROYALTY	0.001434
2085249	E	248052	ROYALTY	0.001246
2085272	E	248052	ROYALTY	0.000942
2085280	E	248052	ROYALTY	0.001434
2085375	E	248052	ROYALTY	0.001195
2085378	E	248052	ROYALTY	0.001195
2085387	E	248052	ROYALTY	0.002494
2085395	E	248052	ROYALTY	0.002494
2085401	E	248052	ROYALTY	0.002391
2085405	E	248052	ROYALTY	0.002690
2085406	E	248052	ROYALTY	0.002690
2085414	E	248052	ROYALTY	0.001793
2086205	E	168884	ROYALTY	0.000276
2086206	E	168884	ROYALTY	0.000276
2086207	E	168884	ROYALTY	0.000276
2086208	E	170538	ROYALTY	0.002967
2086209	E	170538	ROYALTY	0.002967
2086210	E	245828	ROYALTY	0.000360
2086212	E	245828	ROYALTY	0.000224
2086214	E	245828	ROYALTY	0.000374
2086217	E	245828	ROYALTY	0.000376
2086218	E	245828	ROYALTY	0.000337
2086219	E	245828	ROYALTY	0.000255
2086220	E	245828	ROYALTY	0.000371
2086221	E	245828	ROYALTY	0.000320
2086224	E	245828	ROYALTY	0.000245
2086225	E	245828	ROYALTY	0.000251
2086227	E	245828	ROYALTY	0.000446
2088000	E	153354	ROYALTY	0.008481
2088006	E	170538	ROYALTY	0.007792
2088008	E	177910	ROYALTY	0.000185
2097941	E	100307	WORKING	0.750000
2097949	E	001303	ROYALTY	0.002370
2097957	E	008371	ROYALTY	0.000418
2097960	E	001303	ROYALTY	0.003082
2097961	E	001303	ROYALTY	0.003082
2097962	E	022345	ROYALTY	0.001302
2097963	E	023802	ROYALTY	0.005208
2097964	E	197519	ROYALTY	0.001262
2097965	E	001303	ROYALTY	0.002898
2097966	E	001303	ROYALTY	0.002029
2097967	E	010496	OVERRIDE	0.000566
2097968	E	010496	ROYALTY	0.000589
2097969	E	010496	OVERRIDE	0.000533
2097970	E	167123	OVERRIDE	0.012500
2097971	E	168102	OVERRIDE	0.012500
2097972	E	167123	ROYALTY	0.000717
2097973	E	168102	ROYALTY	0.000717
2097974	E	173477	ROYALTY	0.000940
2097975	E	192663	ROYALTY	0.000750
2097976	E	001296	ROYALTY	0.018750
2097977	E	001297	ROYALTY	0.006851
2097978	E	151617	OVERRIDE	0.008324
2097981	E	001822	ROYALTY	0.008682
2097983	E	001764	ROYALTY	0.013020
2097984	E	001765	ROYALTY	0.013020
2097985	E	001764	ROYALTY	0.013020
2097986	E	001765	ROYALTY	0.013020
2097987	E	001765	ROYALTY	0.005208
2097988	E	001822	ROYALTY	0.008681
2097990	E	001822	ROYALTY	0.006614
2097992	E	001822	ROYALTY	0.006613
2097995	E	001822	ROYALTY	0.001929
2097996	E	001822	ROYALTY	0.001929
2097999	E	001822	ROYALTY	0.003307
2098001	E	001822	ROYALTY	0.008681
2098003	E	001822	ROYALTY	0.006614
2098005	E	001822	ROYALTY	0.003307
2098007	E	001822	ROYALTY	0.003307
2098008	E	001765	ROYALTY	0.001736
2098009	E	001822	ROYALTY	0.002893
2098011	E	001822	ROYALTY	0.002893
2098013	E	001822	ROYALTY	0.002893
2098015	E	001822	ROYALTY	0.003646
2098017	E	001822	ROYALTY	0.009375
2098018	E	167123	ROYALTY	0.000373
2098019	E	151617	ROYALTY	0.000655
2098020	E	167123	ROYALTY	0.012497
2098021	E	168102	ROYALTY	0.012497
2098022	E	173477	ROYALTY	0.029124
2098024	E	197519	ROYALTY	0.038015
2098025	E	209682	OVERRIDE	0.004130
2098027	E	023095	OVERRIDE	0.004633
2098028	E	100307	ROYALTY	0.012739
2098029	E	100307	OVERRIDE	0.034995
2098030	E	125183	OVERRIDE	0.046500
2098031	E	242710	OVERRIDE	0.002969
2098032	E	161313	ROYALTY	0.003619
2098033	E	165671	ROYALTY	0.003619
2098034	E	161313	ROYALTY	0.003620
2098035	E	165671	ROYALTY	0.003620
2098036	E	161313	ROYALTY	0.003620
2098037	E	165671	ROYALTY	0.003620
2098038	E	151617	OVERRIDE	0.001921
2098039	E	161313	ROYALTY	0.007240
2098041	E	010496	ROYALTY	0.000472
2098042	E	068752	ROYALTY	0.000353
2098043	E	151734	ROYALTY	0.001992
2098044	E	002408	ROYALTY	0.004253
2098045	E	002408	ROYALTY	0.003472
2098046	E	002398	ROYALTY	0.000663
2098047	E	002398	ROYALTY	0.000802
2098048	E	002398	ROYALTY	0.000802
2098049	E	002398	ROYALTY	0.000803
2098050	E	002408	ROYALTY	0.004253
2098051	E	167123	OVERRIDE	0.002500
2098052	E	168102	OVERRIDE	0.002500
2098053	E	173477	OVERRIDE	0.002500
2098054	E	002395	ROYALTY	0.001024
2098055	E	001303	ROYALTY	0.004255
2098056	E	010496	ROYALTY	0.065625
2098058	E	167123	ROYALTY	0.000977
2098059	E	168102	ROYALTY	0.000977
2098060	E	173477	ROYALTY	0.001221
2098061	E	173477	OVERRIDE	0.012500
2098062	E	192663	OVERRIDE	0.012500
2098063	E	007562	ROYALTY	0.002014
2098065	E	151617	OVERRIDE	0.008324
2098067	E	023095	ROYALTY	0.000722
2098068	E	020312	ROYALTY	0.001787
2098069	E	023095	ROYALTY	0.001405
2098071	E	008374	ROYALTY	0.001609
2098072	E	020312	ROYALTY	0.001608
2098073	E	023095	ROYALTY	0.001264
2098074	E	008374	ROYALTY	0.001609
2098075	E	020312	ROYALTY	0.001608
2098076	E	023095	ROYALTY	0.001264
2098077	E	008371	OVERRIDE	0.000573
2098078	E	008371	OVERRIDE	0.000573
2098079	E	008371	OVERRIDE	0.000573
2098081	E	016930	ROYALTY	0.014640
2098083	E	100307	ROYALTY	0.007769
2098084	E	008396	ROYALTY	0.017553
2098085	E	016930	WORKING	0.875000
2098086	E	254610	WORKING	1.000000
2098087	E	008371	OVERRIDE	0.000573
2098088	E	004369	ROYALTY	0.014664
2098089	E	024399	WORKING	0.709600
2098100	E	016930	ROYALTY	0.011719
2098102	E	016930	ROYALTY	0.011719
2098104	E	157019	ROYALTY	0.007281
2098105	E	010496	OVERRIDE	0.003663
2098106	E	157019	ROYALTY	0.007281
2098107	E	197519	ROYALTY	0.001059
2098108	E	112715	ROYALTY	0.046875
2098109	E	112715	ROYALTY	0.046875
2098110	E	112715	ROYALTY	0.046875
2098111	E	112715	ROYALTY	0.046875
2098112	E	115366	ROYALTY	0.046875
2098113	E	115366	ROYALTY	0.046875
2098114	E	115366	ROYALTY	0.046875
2098115	E	115366	ROYALTY	0.046875
2098116	E	016930	ROYALTY	0.015626
2098118	E	016930	ROYALTY	0.020833
2098122	E	207934	ROYALTY	0.000436
2098123	E	207934	ROYALTY	0.000436
2098124	E	207934	ROYALTY	0.000436
2098125	E	207934	ROYALTY	0.000436
2098128	E	207934	ROYALTY	0.000435
2098129	E	207934	ROYALTY	0.000435
2098133	E	023095	OVERRIDE	0.001168
2098134	E	010496	OVERRIDE	0.000441
2098135	E	023095	OVERRIDE	0.001168
2098136	E	010496	OVERRIDE	0.000441
2098137	E	023095	OVERRIDE	0.001168
2098138	E	010496	OVERRIDE	0.000441
2098139	E	008380	ROYALTY	0.000512
2098140	E	008380	ROYALTY	0.000512
2098143	E	001771	ROYALTY	0.000078
2098145	E	001771	ROYALTY	0.000078
2098146	E	001771	ROYALTY	0.000079
2098148	E	008374	ROYALTY	0.001466
2098151	E	207934	ROYALTY	0.000471
2098152	E	207934	ROYALTY	0.000471
2098153	E	011209	OVERRIDE	0.020833
2098154	E	011209	OVERRIDE	0.012500
2098155	E	207934	ROYALTY	0.000472
2098159	E	207934	ROYALTY	0.000472
2098163	E	016930	ROYALTY	0.004789
2098164	E	207934	ROYALTY	0.000471
2098167	E	207934	ROYALTY	0.000598
2098168	E	207934	ROYALTY	0.000598
2098169	E	016930	ROYALTY	0.012774
2098171	E	218754	ROYALTY	0.002391
2098176	E	010496	OVERRIDE	0.001157
2098177	E	010496	OVERRIDE	0.001342
2098178	E	013450	ROYALTY	0.000705
2098179	E	013450	ROYALTY	0.000705
2098180	E	013450	ROYALTY	0.000463
2098181	E	010496	OVERRIDE	0.001157
2098182	E	010496	OVERRIDE	0.001342
2098183	E	010496	OVERRIDE	0.002604
2098184	E	010496	OVERRIDE	0.002453
2098186	E	049025	OVERRIDE	0.008902
2098187	E	177910	ROYALTY	0.000222
2098190	E	010496	OVERRIDE	0.001417
2098191	E	010496	OVERRIDE	0.002125
2098192	E	112715	ROYALTY	0.040625
2098195	E	151617	OVERRIDE	0.000800
2098196	E	157019	OVERRIDE	0.046684
2098197	E	167123	ROYALTY	0.000190
2098198	E	246590	OVERRIDE	0.008149
2098199	E	100307	OVERRIDE	0.012160
2098200	E	023095	OVERRIDE	0.023167
2098201	E	100307	OVERRIDE	0.020267
2098202	E	125183	OVERRIDE	0.020000
2098203	E	242710	OVERRIDE	0.002969
2098204	E	023095	OVERRIDE	0.002317
2098205	E	023095	OVERRIDE	0.002317
2098207	E	197519	ROYALTY	0.000883
2098210	E	024768	ROYALTY	0.005497
2098211	E	154325	ROYALTY	0.002749
2098213	E	024768	ROYALTY	0.005497
2098214	E	154325	ROYALTY	0.002749
2098216	E	024768	ROYALTY	0.005497
2098217	E	154325	ROYALTY	0.002749
2098219	E	011209	OVERRIDE	0.012500
2098220	E	011149	OVERRIDE	0.001422
2098221	E	024768	ROYALTY	0.005650
2098222	E	154325	ROYALTY	0.002825
2098223	E	174380	OVERRIDE	0.001638
2098225	E	024768	ROYALTY	0.003674
2098226	E	011149	OVERRIDE	0.001414
2098227	E	024768	ROYALTY	0.005621
2098228	E	154325	ROYALTY	0.002811
2098229	E	174380	OVERRIDE	0.001630
2098230	E	236971	ROYALTY	0.001257
2098231	E	024791	ROYALTY	0.000719
2098232	E	024791	ROYALTY	0.000719
2098233	E	236971	ROYALTY	0.001257
2098234	E	247874	ROYALTY	0.010934
2098235	E	024771	ROYALTY	0.000534
2098236	E	024771	ROYALTY	0.000534
2098237	E	024771	ROYALTY	0.000356
2098238	E	024771	ROYALTY	0.000356
2098239	E	024771	ROYALTY	0.000356
2098240	E	154325	ROYALTY	0.003133
2098241	E	154325	ROYALTY	0.003133
2098242	E	154325	ROYALTY	0.003133
2098243	E	154325	ROYALTY	0.003133
2098244	E	154325	ROYALTY	0.003133
2098245	E	154325	ROYALTY	0.003133
2098247	E	024771	ROYALTY	0.000356
2098248	E	024771	ROYALTY	0.000356
2098249	E	165123	ROYALTY	0.015625
2098250	E	011209	ROYALTY	0.008333
2098251	E	178296	ROYALTY	0.005859
2098252	E	178296	ROYALTY	0.008789
2098253	E	178296	ROYALTY	0.014323
2098254	E	178296	ROYALTY	0.014323
2098255	E	178296	ROYALTY	0.014323
2098256	E	178296	ROYALTY	0.015626
2098257	E	178296	ROYALTY	0.013021
2098258	E	178296	ROYALTY	0.014322
2098259	E	178296	OVERRIDE	0.020000
2098260	E	178296	ROYALTY	0.003662
2098261	E	197519	ROYALTY	0.000378
2098262	E	019173	OVERRIDE	0.062500
2098265	E	021100	ROYALTY	0.031906
2098266	E	022345	ROYALTY	0.007063
2098267	E	021100	ROYALTY	0.008552
2098268	E	010496	ROYALTY	0.000221
2098270	E	140150	ROYALTY	0.001773
2098271	E	022345	ROYALTY	0.002604
2098274	E	023095	OVERRIDE	0.003505
2098275	E	100307	OVERRIDE	0.020942
2098276	E	010496	ROYALTY	0.005169
2098277	E	100307	ROYALTY	0.020837
2098278	E	115260	ROYALTY	0.039062
2098279	E	020312	ROYALTY	0.001149
2098280	E	023095	ROYALTY	0.000903
2098281	E	023802	ROYALTY	0.020329
2098282	E	151617	ROYALTY	0.000960
2098283	E	151617	WORKING	0.750668
2098284	E	157019	ROYALTY	0.007397
2098285	E	197519	ROYALTY	0.023380
2098286	E	246590	ROYALTY	0.004136
2098287	E	226692	ROYALTY	0.000755
2098288	E	192683	ROYALTY	0.000029
2098289	E	226692	ROYALTY	0.000755
2098290	E	178296	ROYALTY	0.000977
2098292	E	167123	ROYALTY	0.000307
2098298	E	246590	ROYALTY	0.000289
2098299	E	246590	OVERRIDE	0.001710
2098301	E	140785	ROYALTY	0.002098
2098302	E	155954	ROYALTY	0.002100
2098303	E	155954	WORKING	0.714113
2098304	E	157019	ROYALTY	0.001367
2098305	E	157019	WORKING	0.650000
2098306	E	179756	ROYALTY	0.013388
2098307	E	179756	OVERRIDE	0.001924
2098308	E	179756	WORKING	0.650000
2098309	E	186889	WORKING	0.814341
2098311	E	002398	ROYALTY	0.000380
2098312	E	157019	ROYALTY	0.007397
2098313	E	157019	ROYALTY	0.008450
2098315	E	157019	ROYALTY	0.002428
2098316	E	157019	ROYALTY	0.010864
2098317	E	157019	ROYALTY	0.002774
2098318	E	039549	OVERRIDE	0.012134
2098319	E	157019	OVERRIDE	0.012134
2098320	E	039549	OVERRIDE	0.012133
2098321	E	157019	OVERRIDE	0.012133
2098324	E	157019	ROYALTY	0.007092
2098327	E	157019	ROYALTY	0.007092
2098330	E	157019	ROYALTY	0.007092
2098331	E	157019	ROYALTY	0.055930
2098332	E	157019	OVERRIDE	0.024266
2098334	E	157019	ROYALTY	0.002158
2098335	E	157019	OVERRIDE	0.027040
2098336	E	157019	OVERRIDE	0.002466
2098337	E	157019	OVERRIDE	0.013520
2098338	E	157019	ROYALTY	0.003052
2098339	E	157019	ROYALTY	0.003640
2098340	E	023802	ROYALTY	0.003472
2098342	E	023802	ROYALTY	0.003472
2098344	E	023802	ROYALTY	0.003472
2098347	E	157019	ROYALTY	0.001618
2098349	E	170538	ROYALTY	0.005374
2098350	E	170538	ROYALTY	0.001450
2098351	E	001303	ROYALTY	0.002343
2098354	E	151617	ROYALTY	0.008481
2098355	E	010496	ROYALTY	0.000407
2098356	E	010496	ROYALTY	0.000587
2098357	E	010496	ROYALTY	0.000587
2098358	E	168884	ROYALTY	0.000079
2098359	E	168884	ROYALTY	0.000079
2098360	E	168884	ROYALTY	0.000079
2098361	E	010496	ROYALTY	0.000548
2098362	E	010496	ROYALTY	0.000407
2098363	E	010496	ROYALTY	0.000407
2098364	E	010496	ROYALTY	0.000407
2098365	E	168884	ROYALTY	0.000079
2098366	E	010496	ROYALTY	0.000210
2098367	E	010496	ROYALTY	0.000077
2098368	E	010496	ROYALTY	0.000077
2098369	E	010496	OVERRIDE	0.000128
2098370	E	010496	ROYALTY	0.000060
2098371	E	010496	OVERRIDE	0.000128
2098372	E	010496	ROYALTY	0.000069
2098373	E	010496	ROYALTY	0.000265
2098375	E	010496	ROYALTY	0.000334
2098376	E	010496	ROYALTY	0.000334
2098377	E	010496	ROYALTY	0.001675
2098378	E	010496	ROYALTY	0.000645
2098379	E	010496	ROYALTY	0.000871
2098380	E	010496	OVERRIDE	0.000306
2098381	E	010496	ROYALTY	0.000330
2098382	E	010496	ROYALTY	0.000335
2098383	E	010496	OVERRIDE	0.000288
2098384	E	010496	OVERRIDE	0.000340
2098385	E	010496	OVERRIDE	0.000392
2098386	E	010496	OVERRIDE	0.000356
2098387	E	010496	ROYALTY	0.000477
2098388	E	010496	OVERRIDE	0.002774
2098389	E	010496	OVERRIDE	0.000340
2098390	E	010496	OVERRIDE	0.000320
2098391	E	010496	OVERRIDE	0.000340
2098392	E	010496	OVERRIDE	0.000320
2098393	E	010496	OVERRIDE	0.000340
2098394	E	010496	OVERRIDE	0.000320
2098395	E	010496	OVERRIDE	0.000679
2098396	E	010496	OVERRIDE	0.000640
2098397	E	010496	ROYALTY	0.001363
2098398	E	010496	OVERRIDE	0.001157
2098399	E	010496	OVERRIDE	0.001342
2098400	E	010496	ROYALTY	0.000132
2098401	E	010496	ROYALTY	0.006689
2098402	E	010496	OVERRIDE	0.000566
2098403	E	010496	OVERRIDE	0.000589
2098404	E	010496	OVERRIDE	0.000533
2098405	E	010496	ROYALTY	0.000135
2098406	E	010496	ROYALTY	0.000135
2098407	E	010496	OVERRIDE	0.000330
2098408	E	010496	OVERRIDE	0.010574
2098409	E	010496	OVERRIDE	0.020834
2098410	E	010496	OVERRIDE	0.010416
2098412	E	178296	ROYALTY	0.001953
2098413	E	010496	OVERRIDE	0.000330
2098414	E	010496	OVERRIDE	0.000330
2098415	E	010496	OVERRIDE	0.000165
2098416	E	010496	OVERRIDE	0.000165
2098417	E	010496	OVERRIDE	0.000165
2098418	E	174646	ROYALTY	0.012937
2098419	E	174646	ROYALTY	0.024479
2098420	E	174646	ROYALTY	0.012937
2098421	E	174646	ROYALTY	0.024711
2098422	E	174646	ROYALTY	0.028139
2098423	E	174646	ROYALTY	0.029720
2098424	E	010496	ROYALTY	0.006393
2098425	E	010496	ROYALTY	0.021956
2098426	E	010496	ROYALTY	0.025573
2098427	E	010496	ROYALTY	0.021956
2098428	E	010496	ROYALTY	0.007319
2098429	E	008371	ROYALTY	0.000418
2098431	E	010496	OVERRIDE	0.000974
2098432	E	112715	ROYALTY	0.009177
2098433	E	115366	ROYALTY	0.008157
2098434	E	115366	ROYALTY	0.078310
2098435	E	010496	ROYALTY	0.009031
2098436	E	174646	ROYALTY	0.010129
2098437	E	174646	ROYALTY	0.021065
2098438	E	174646	ROYALTY	0.006264
2098439	E	174646	ROYALTY	0.005909
2098440	E	174646	ROYALTY	0.011068
2098441	E	174646	ROYALTY	0.005909
2098442	E	174646	ROYALTY	0.011068
2098443	E	174646	ROYALTY	0.006264
2098444	E	010496	ROYALTY	0.003472
2098445	E	174646	ROYALTY	0.006224
2098446	E	010496	ROYALTY	0.003472
2098447	E	174646	ROYALTY	0.006224
